id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
55,Water Gun,40,100,25,11,,2,Inflicts regular damage.,Squirts water to attack.
494,Entrainment,,100,15,1,,3,Changes the target’s ability to match the user’s.  This effect ends when the target leaves battle.,"The user dances with an odd rhythm that compels the target to mimic it, making the target’s Ability the same as the user’s."
243,Mirror Coat,,100,20,14,,2,"Targets the last opposing Pokémon to hit the user with a special move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.  This move cannot be copied by mirror move, nor selected by assist or metronome.",Counters a SPCL. ATK. move double.
379,Power Trick,,,10,14,,3,The user’s original Attack and Defense are swapped.  This effect is passed on by baton pass.,The user employs its psychic power to switch its Attack stat with its Defense stat.
619,Precipice Blades,120,85,10,5,,1,Inflicts regular damage.,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.
203,Endure,,,10,1,,3,"The user’s HP cannot be lowered below 1 by any means for the remainder of this turn.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  This move cannot be selected by assist or metronome.",Always leaves at least 1HP.
320,Grass Whistle,,55,15,12,,3,Puts the target to sleep.,Lulls the foe into sleep with a pleasant melody.
423,Ice Fang,65,95,15,15,10,1,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target and a separate $effect_chance% chance to make the target flinch.,The user bites with cold-infused fangs. It may also make the foe flinch or freeze.
599,Venom Drench,,100,20,4,100,3,"Lowers the target’s Attack, Special Attack, and Speed by one stage if it is poisoned.","Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target."
590,Confide,,,20,1,100,3,Lowers the target’s Special Attack by one stage.,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat."
60,Psybeam,65,100,20,14,10,2,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,An attack that may confuse the foe.
138,Dream Eater,100,100,15,14,,2,Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Steals HP from a sleeping victim.
605,Dazzling Gleam,80,100,10,18,,2,Inflicts regular damage.,The user damages opposing Pokémon by emitting a powerful flash.
868,Fillet Away,0,,10,1,,3,,"The user sharply boosts its Attack, Sp. Atk, and Speed stats by using its own HP."
569,Ion Deluge,,,25,13,,3,Changes all Pokémon’s normal moves to electric moves for the rest of the turn.,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves."
307,Blast Burn,150,90,5,10,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.","Powerful, but leaves the user immobile the next turn."
339,Bulk Up,,,20,2,,3,Raises the user’s Attack and Defense by one stage each.,Bulks up the body to boost both ATTACK and DEFENSE.
79,Sleep Powder,,75,15,12,,3,Puts the target to sleep.,May cause the foe to fall asleep.
376,Trump Card,,,5,1,,2,"Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.  PP remaining | Power ------------ | ----: 4 or more    |    40 3            |    50 2            |    60 1            |    80 0            |   200  If this move is activated by another move, the activating move’s PP is used to calculate power.","The fewer PP this move has, the more power it has for attack. "
555,Snarl,55,95,15,17,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,"The user yells as if it is ranting about something, making the target’s Sp. Atk stat decrease."
345,Magical Leaf,60,,20,12,,2,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Attacks with a strange leaf that cannot be evaded.
477,Telekinesis,,,15,14,,3,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.  This effect is removed by gravity.  If Gravity is already in effect, this move will fail.",The user makes the target float with its psychic power. The target is easier to hit for three turns.
392,Aqua Ring,,,20,11,,3,"Restores 1/16 of the user’s max HP at the end of each turn.  If the user leaves the field, this effect ends.  This effect is passed on by baton pass.",The user envelops itself in a veil made of water. It regains some HP on every turn.
672,Toxic Thread,,100,20,4,100,3,Poisons the target and lowers its Speed by one stage.,The user shoots poisonous threads to poison the target and lower the target’s Speed stat.
612,Power Up Punch,40,100,20,2,100,1,Inflicts regular damage.  Raises the user’s Attack by one stage.,Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat.
862,Glaive Rush,120,100,5,16,,1,,"The user throws its entire body into a reckless charge. After this move is used, attacks on the user cannot miss and will inflict double damage until the user’s next turn."
275,Ingrain,,,20,12,,3,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.  roar and whirlwind will not affect the user.  The user cannot use magnet rise.  The user may still use u turn to leave the field.  This effect can be passed with baton pass.",Lays roots that restore HP. The user can’t switch out.
32,Horn Drill,,30,5,1,,1,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.","A one-hit KO, drill attack."
244,Psych Up,,,10,1,,3,Discards the user’s stat changes and copies the target’s.  This move cannot be copied by mirror move.,Copies the foe's stat changes.
813,Triple Axel,20,90,10,15,,1,Inflicts regular damage.,A consecutive three-kick attack that becomes more powerful with each successful hit.
435,Discharge,80,100,15,13,30,2,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,A flare of electricity is loosed to strike all Pokémon in battle. It may also cause paralysis.
195,Perish Song,,,5,1,,3,"Every Pokémon is given a counter that starts at 3 and decreases by 1 at the end of every turn, including this one.  When a Pokémon’s counter reaches zero, that Pokémon faints.  A Pokémon that leaves the field will lose its counter; its replacement does not inherit the effect, and other Pokémon’s counters remain.  This effect is passed on by baton pass.  This move cannot be copied by mirror move.",Both user and foe faint in 3 turns.
497,Echoed Voice,40,100,15,1,,2,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use’s power is added to this move’s power, to a maximum of 200.","The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage."
124,Sludge,65,100,20,4,30,2,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,An attack that may poison the foe.
109,Confuse Ray,,100,10,8,,3,Confuses the target.,A move that causes confusion.
276,Superpower,120,100,5,2,100,1,"Inflicts regular damage, then lowers the user’s Attack and Defense by one stage each.","Boosts strength sharply, but lowers abilities."
408,Power Gem,80,100,20,6,,2,Inflicts regular damage.,The user attacks with a ray of light that sparkles as if it were made of gemstones.
470,Guard Split,,,10,14,,3,Averages the user’s unmodified Defense with the target’s unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,The user employs its psychic power to average its Defense and Sp. Def stats with those of its target’s.
