pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,flavor_text
1008,Miraidon,100,85,100,135,115,135,3.5,240.0,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful."
1009,Walking Wake,99,83,91,125,83,109,3.5,280.0,This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal.
1010,Iron Leaves,90,130,88,70,108,104,1.5,125.0,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.
1011,Dipplin,80,80,110,95,80,40,0.4,9.7,Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place.
1012,Poltchageist,40,45,45,74,54,50,0.1,1.1,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon."
1013,Sinistcha,71,60,106,121,80,70,0.2,2.2,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
1014,Okidogi,88,128,115,58,86,80,1.8,92.2,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique."
1015,Munkidori,88,75,66,130,90,106,1.0,12.2,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the Pokémon's psychic powers to bloom.
1016,Fezandipiti,88,91,82,70,125,99,1.4,30.1,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.
1017,Ogerpon,80,120,84,60,96,110,1.2,39.8,This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.
1018,Archaludon,90,105,130,125,65,85,2.0,60.0,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.
1019,Hydrapple,106,80,110,120,80,44,1.8,93.0,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.
1020,Gouging Fire,105,115,121,65,93,91,3.5,590.0,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.
1021,Raging Bolt,125,73,91,137,89,75,5.2,480.0,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.
1022,Iron Boulder,90,120,80,68,108,124,1.5,162.5,It resembles a Pokémon described in a dubious magazine as a Terrakion that had been modified by an evil organization.
1023,Iron Crown,90,72,100,122,108,98,1.6,156.0,It resembles a mysterious object introduced in a paranormal magazine as a cutting-edge weapon shaped like a Cobalion.
1024,Terapagos,90,65,85,65,85,60,0.2,6.5,Terapagos protects itself using its power to transform energy into hard crystals. This Pokémon is the source of the Terastal phenomenon.
1025,Pecharunt,88,88,160,88,88,88,0.3,0.3,"It feeds others toxic mochi that draw out desires and capabilities. Those who eat the mochi fall under Pecharunt’s control, chained to its will."
